N,Time,Mean Threshold
10.0,5.15933166666667E-4,0.6060000000000001
25.0,1.64574466666667E-4,0.5792533333333334
50.0,6.407363E-4,0.5956533333333333
100.0,0.002461562933333333,0.5972266666666666
250.0,0.029385277266666666,0.5926416000000001
500.0,0.21646161696666671,0.5921222666666667
